Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
cluster_1_x_name,GO Biological Processes,19,GO:0009895,negative regulation of catabolic process,19_GO:0048519 negative regulation of biological process,-2.3,3.4,3.4,30244,344,183,7,3.8,1.4,596|2534|4088|5774|5970|6201|6625,BCL2|FYN|SMAD3|PTPN3|RELA|RPS7|SNRNP70,-1.4
cluster_1_x_name,GO Biological Processes,19,GO:0090068,positive regulation of cell cycle process,19_GO:0048518 positive regulation of biological process,-2.3,3.8,3.5,30244,261,183,6,3.3,1.3,595|3643|5581|5586|23236|54617,CCND1|INSR|PRKCE|PKN2|PLCB1|INO80,-1.4
cluster_1_x_name,GeDiPNet,37,GDP07211,Ulcerative colitis,,-2.3,3.8,3.5,30244,261,183,6,3.3,1.3,59|1605|3663|4088|5970|80824,ACTA2|DAG1|IRF5|SMAD3|RELA|DUSP16,-1.4
cluster_1_x_name,GO Biological Processes,19,GO:0033209,tumor necrosis factor-mediated signaling pathway,19_GO:0050896 response to stimulus,-2.3,8.5,4.5,30244,58,183,3,1.6,0.94,2309|4792|5970,FOXO3|NFKBIA|RELA,-1.4
cluster_1_x_name,GO Biological Processes,19,GO:0002931,response to ischemia,19_GO:0050896 response to stimulus,-2.3,8.5,4.5,30244,58,183,3,1.6,0.94,596|857|4883,BCL2|CAV1|NPR3,-1.4
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-1236394,Signaling by ERBB4,,-2.3,8.5,4.5,30244,58,183,3,1.6,0.94,348|2099|5241,APOE|ESR1|PGR,-1.4
cluster_1_x_name,GO Biological Processes,19,GO:0050853,B cell receptor signaling pathway,19_GO:0002376 immune system process,-2.3,8.5,4.5,30244,58,183,3,1.6,0.94,596|4773|4792,BCL2|NFATC2|NFKBIA,-1.4
cluster_1_x_name,GO Biological Processes,19,GO:0042752,regulation of circadian rhythm,19_GO:0048511 rhythmic process,-2.3,5.7,4,30244,115,183,4,2.2,1.1,406|463|8945|150094,BMAL1|ZFHX3|BTRC|SIK1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0031032,actomyosin structure organization,19_GO:0009987 cellular process,-2.3,5.7,4,30244,115,183,4,2.2,1.1,4205|4624|5156|54822,MEF2A|MYH6|PDGFRA|TRPM7,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0031570,DNA integrity checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.3,5.7,4,30244,115,183,4,2.2,1.1,595|1026|23376|84444,CCND1|CDKN1A|UFL1|DOT1L,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0046578,regulation of Ras protein signal transduction,19_GO:0050896 response to stimulus,-2.3,4.5,3.7,30244,184,183,5,2.7,1.2,348|1398|1785|4650|79109,APOE|CRK|DNM2|MYO9B|MAPKAP1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0007265,Ras protein signal transduction,19_GO:0050896 response to stimulus,-2.3,4.5,3.7,30244,184,183,5,2.7,1.2,1026|4650|6237|10152|22808,CDKN1A|MYO9B|RRAS|ABI2|MRAS,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0010952,positive regulation of peptidase activity,19_GO:0048518 positive regulation of biological process,-2.3,4.5,3.7,30244,185,183,5,2.7,1.2,2534|2904|4088|23411|89780,FYN|GRIN2B|SMAD3|SIRT1|WNT3A,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0001936,regulation of endothelial cell proliferation,19_GO:0050789 regulation of biological process,-2.3,4.5,3.7,30244,185,183,5,2.7,1.2,348|857|2260|5587|23411,APOE|CAV1|FGFR1|PRKD1|SIRT1,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,,-2.3,5.7,4,30244,116,183,4,2.2,1.1,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0048259,regulation of receptor-mediated endocytosis,19_GO:0051179 localization,-2.3,5.7,4,30244,116,183,4,2.2,1.1,1785|3643|84251|89780,DNM2|INSR|SGIP1|WNT3A,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,,-2.3,5.7,4,30244,116,183,4,2.2,1.1,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-1.3
cluster_1_x_name,GeDiPNet,37,GDP07083,Thyroid Neoplasm,,-2.3,8.4,4.4,30244,59,183,3,1.6,0.94,595|4292|5728,CCND1|MLH1|PTEN,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0071709,membrane assembly,19_GO:0009987 cellular process,-2.3,8.4,4.4,30244,59,183,3,1.6,0.94,857|5728|7329,CAV1|PTEN|UBE2I,-1.3
cluster_1_x_name,GeDiPNet,37,GDP06621,Skin cancer,,-2.3,8.4,4.4,30244,59,183,3,1.6,0.94,2697|5970|7040,GJA1|RELA|TGFB1,-1.3
cluster_1_x_name,GeDiPNet,37,GDP07030,Thoracic Aortic Aneurysm And Aortic Dissection,,-2.3,8.4,4.4,30244,59,183,3,1.6,0.94,59|4088|6497,ACTA2|SMAD3|SKI,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-2.3,8.4,4.4,30244,59,183,3,1.6,0.94,1605|2335|7040,DAG1|FN1|TGFB1,-1.3
cluster_1_x_name,KEGG Pathway,24,hsa04330,Notch signaling pathway,,-2.3,8.4,4.4,30244,59,183,3,1.6,0.94,1488|1855|9612,CTBP2|DVL1|NCOR2,-1.3
cluster_1_x_name,GeDiPNet,37,GDP02824,Glaucoma,,-2.3,3.3,3.4,30244,349,183,7,3.8,1.4,857|1605|2697|7040|8842|51422|60312,CAV1|DAG1|GJA1|TGFB1|PROM1|PRKAG2|AFAP1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:1902107,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-2.3,4.4,3.7,30244,186,183,5,2.7,1.2,2309|2547|5530|7040|8289,FOXO3|XRCC6|PPP3CA|TGFB1|ARID1A,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-2.3,4.4,3.7,30244,186,183,5,2.7,1.2,2309|2547|5530|7040|8289,FOXO3|XRCC6|PPP3CA|TGFB1|ARID1A,-1.3
cluster_1_x_name,GeDiPNet,37,GDP01349,Clonic Seizures,,-2.2,5.7,3.9,30244,117,183,4,2.2,1.1,348|3767|4988|150094,APOE|KCNJ11|OPRM1|SIK1,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-1989781,PPARA activates gene expression,,-2.2,5.7,3.9,30244,117,183,4,2.2,1.1,51|406|6720|9612,ACOX1|BMAL1|SREBF1|NCOR2,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0035306,positive regulation of dephosphorylation,19_GO:0048518 positive regulation of biological process,-2.2,8.3,4.4,30244,60,183,3,1.6,0.94,3672|4088|7040,ITGA1|SMAD3|TGFB1,-1.3
cluster_1_x_name,GeDiPNet,37,GDP03294,Hypercalcemia,,-2.2,8.3,4.4,30244,60,183,3,1.6,0.94,595|1026|1031,CCND1|CDKN1A|CDKN2C,-1.3
cluster_1_x_name,GeDiPNet,37,GDP00314,Allergic rhinitis,,-2.2,8.3,4.4,30244,60,183,3,1.6,0.94,4088|4773|79068,SMAD3|NFATC2|FTO,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:1903078,positive regulation of protein localization to plasma membrane,19_GO:0051179 localization,-2.2,8.3,4.4,30244,60,183,3,1.6,0.94,4035|5581|89780,LRP1|PRKCE|WNT3A,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,,-2.2,8.3,4.4,30244,60,183,3,1.6,0.94,595|898|1026,CCND1|CCNE1|CDKN1A,-1.3
cluster_1_x_name,KEGG Pathway,24,hsa04978,Mineral absorption,,-2.2,8.3,4.4,30244,60,183,3,1.6,0.94,490|54822|79901,ATP2B1|TRPM7|CYBRD1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:2001258,negative regulation of cation channel activity,19_GO:0051179 localization,-2.2,8.3,4.4,30244,60,183,3,1.6,0.94,857|2669|5530,CAV1|GEM|PPP3CA,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0002040,sprouting angiogenesis,19_GO:0032502 developmental process,-2.2,8.3,4.4,30244,60,183,3,1.6,0.94,7040|8503|10266,TGFB1|PIK3R3|RAMP2,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0042246,tissue regeneration,19_GO:0040007 growth,-2.2,8.3,4.4,30244,60,183,3,1.6,0.94,1026|1605|5530,CDKN1A|DAG1|PPP3CA,-1.3
cluster_1_x_name,GeDiPNet,37,GDP05771,Physiologic Amenorrhea,,-2.2,5.6,3.9,30244,118,183,4,2.2,1.1,658|857|2099|2260,BMPR1B|CAV1|ESR1|FGFR1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:1901800,positive regulation of proteasomal protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.2,5.6,3.9,30244,118,183,4,2.2,1.1,857|1855|8554|114881,CAV1|DVL1|PIAS1|OSBPL7,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0046034,ATP metabolic process,19_GO:0008152 metabolic process,-2.2,5.6,3.9,30244,118,183,4,2.2,1.1,4624|7040|29789|51422,MYH6|TGFB1|OLA1|PRKAG2,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0045833,negative regulation of lipid metabolic process,19_GO:0048519 negative regulation of biological process,-2.2,5.6,3.9,30244,118,183,4,2.2,1.1,348|6720|23411|150094,APOE|SREBF1|SIRT1|SIK1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0090407,organophosphate biosynthetic process,19_GO:0008152 metabolic process,-2.2,2.7,3.2,30244,541,183,9,4.9,1.6,1152|1373|4881|5287|5728|7040|8395|8503|51422,CKB|CPS1|NPR1|PIK3C2B|PTEN|TGFB1|PIP5K1B|PIK3R3|PRKAG2,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0051170,import into nucleus,19_GO:0051179 localization,-2.2,5.6,3.9,30244,119,183,4,2.2,1.1,1026|4792|5530|5571,CDKN1A|NFKBIA|PPP3CA|PRKAG1,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,,-2.2,5.6,3.9,30244,119,183,4,2.2,1.1,51|406|6720|9612,ACOX1|BMAL1|SREBF1|NCOR2,-1.3
cluster_1_x_name,GeDiPNet,37,GDP05576,Parkinson Disease,,-2.2,5.6,3.9,30244,119,183,4,2.2,1.1,348|4846|9213|54822,APOE|NOS3|XPR1|TRPM7,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0051898,negative regulation of protein kinase B signaling,19_GO:0048519 negative regulation of biological process,-2.2,8.1,4.3,30244,61,183,3,1.6,0.94,1605|5728|23411,DAG1|PTEN|SIRT1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:1903018,regulation of glycoprotein metabolic process,19_GO:0008152 metabolic process,-2.2,8.1,4.3,30244,61,183,3,1.6,0.94,596|6934|23236,BCL2|TCF7L2|PLCB1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0060395,SMAD protein signal transduction,19_GO:0050896 response to stimulus,-2.2,8.1,4.3,30244,61,183,3,1.6,0.94,4088|6497|7040,SMAD3|SKI|TGFB1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0055008,cardiac muscle tissue morphogenesis,19_GO:0032502 developmental process,-2.2,8.1,4.3,30244,61,183,3,1.6,0.94,4624|7040|7049,MYH6|TGFB1|TGFBR3,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0043470,regulation of carbohydrate catabolic process,19_GO:0008152 metabolic process,-2.2,8.1,4.3,30244,61,183,3,1.6,0.94,3643|5571|51422,INSR|PRKAG1|PRKAG2,-1.3
cluster_1_x_name,WikiPathways,27,WP61,Notch signaling pathway,,-2.2,8.1,4.3,30244,61,183,3,1.6,0.94,595|1026|9612,CCND1|CDKN1A|NCOR2,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0033059,cellular pigmentation,19_GO:0043473 pigmentation,-2.2,8.1,4.3,30244,61,183,3,1.6,0.94,164|348|596,AP1G1|APOE|BCL2,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-2.2,3.7,3.5,30244,269,183,6,3.3,1.3,164|2268|3663|4292|7040|23411,AP1G1|FGR|IRF5|MLH1|TGFB1|SIRT1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,19_GO:0008152 metabolic process,-2.2,4.3,3.6,30244,190,183,5,2.7,1.2,358|4088|23411|89780|117584,AQP1|SMAD3|SIRT1|WNT3A|RFFL,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0051101,regulation of DNA binding,19_GO:0065007 biological regulation,-2.2,5.5,3.9,30244,120,183,4,2.2,1.1,4792|6497|7040|84444,NFKBIA|SKI|TGFB1|DOT1L,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-112315,Transmission across Chemical Synapses,,-2.2,3.7,3.4,30244,270,183,6,3.3,1.3,2904|5571|6857|23236|51422|83988,GRIN2B|PRKAG1|SYT1|PLCB1|PRKAG2|NCALD,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0090303,positive regulation of wound healing,19_GO:0048518 positive regulation of biological process,-2.2,8,4.3,30244,62,183,3,1.6,0.94,5581|5747|10979,PRKCE|PTK2|FERMT2,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-4086398,Ca2+ pathway,,-2.2,8,4.3,30244,62,183,3,1.6,0.94,5530|6934|23236,PPP3CA|TCF7L2|PLCB1,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,,-2.2,8,4.3,30244,62,183,3,1.6,0.94,905|4292|8178,CCNT2|MLH1|ELL,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0048678,response to axon injury,19_GO:0050896 response to stimulus,-2.2,8,4.3,30244,62,183,3,1.6,0.94,596|1605|2696,BCL2|DAG1|GIPR,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-8878166,Transcriptional regulation by RUNX2,,-2.2,5.5,3.8,30244,121,183,4,2.2,1.1,595|1026|2099|7525,CCND1|CDKN1A|ESR1|YES1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0034504,protein localization to nucleus,19_GO:0051179 localization,-2.2,4.3,3.6,30244,192,183,5,2.7,1.2,1026|1855|4792|5530|7514,CDKN1A|DVL1|NFKBIA|PPP3CA|XPO1,-1.3
cluster_1_x_name,GeDiPNet,37,GDP06192,Renal Insufficiency,,-2.2,3.6,3.4,30244,272,183,6,3.3,1.3,348|857|2335|3663|50507|81570,APOE|CAV1|FN1|IRF5|NOX4|CLPB,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-4839726,Chromatin organization,,-2.2,3.6,3.4,30244,272,183,6,3.3,1.3,595|5970|8289|9612|55689|84444,CCND1|RELA|ARID1A|NCOR2|YEATS2|DOT1L,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-3247509,Chromatin modifying enzymes,,-2.2,3.6,3.4,30244,272,183,6,3.3,1.3,595|5970|8289|9612|55689|84444,CCND1|RELA|ARID1A|NCOR2|YEATS2|DOT1L,-1.3
cluster_1_x_name,GeDiPNet,37,GDP03382,Hypertrophic cardiomyopathy,,-2.2,3.6,3.4,30244,272,183,6,3.3,1.3,857|4624|7040|10060|51422|79068,CAV1|MYH6|TGFB1|ABCC9|PRKAG2|FTO,-1.3
cluster_1_x_name,KEGG Pathway,24,hsa04814,Motor proteins,,-2.2,4.3,3.6,30244,193,183,5,2.7,1.2,59|4624|4643|4650|56992,ACTA2|MYH6|MYO1E|MYO9B|KIF15,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0032872,regulation of stress-activated MAPK cascade,19_GO:0050896 response to stimulus,-2.2,4.3,3.6,30244,193,183,5,2.7,1.2,1398|1843|23236|27347|80824,CRK|DUSP1|PLCB1|STK39|DUSP16,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0031398,positive regulation of protein ubiquitination,19_GO:0048518 positive regulation of biological process,-2.2,5.4,3.8,30244,122,183,4,2.2,1.1,857|5728|8945|59343,CAV1|PTEN|BTRC|SENP2,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:1904036,negative regulation of epithelial cell apoptotic process,19_GO:0048519 negative regulation of biological process,-2.2,7.9,4.3,30244,63,183,3,1.6,0.94,596|6934|10266,BCL2|TCF7L2|RAMP2,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0044091,membrane biogenesis,19_GO:0009987 cellular process,-2.2,7.9,4.3,30244,63,183,3,1.6,0.94,857|5728|7329,CAV1|PTEN|UBE2I,-1.3
cluster_1_x_name,KEGG Pathway,24,hsa03250,Viral life cycle - HIV-1,,-2.2,7.9,4.3,30244,63,183,3,1.6,0.94,905|7514|8178,CCNT2|XPO1|ELL,-1.3
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-375165,NCAM signaling for neurite out-growth,,-2.2,7.9,4.3,30244,63,183,3,1.6,0.94,2260|2534|5747,FGFR1|FYN|PTK2,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0060079,excitatory postsynaptic potential,19_GO:0032501 multicellular organismal process,-2.2,7.9,4.3,30244,63,183,3,1.6,0.94,2904|4988|5530,GRIN2B|OPRM1|PPP3CA,-1.3
cluster_1_x_name,Canonical Pathways,11,M8,PID ENDOTHELIN PATHWAY,,-2.2,7.9,4.3,30244,63,183,3,1.6,0.94,1398|5581|23236,CRK|PRKCE|PLCB1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-2.2,7.9,4.3,30244,63,183,3,1.6,0.94,857|6201|23411,CAV1|RPS7|SIRT1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0110053,regulation of actin filament organization,19_GO:0050789 regulation of biological process,-2.2,3.6,3.4,30244,274,183,6,3.3,1.3,4088|5217|5581|10152|10174|10979,SMAD3|PFN2|PRKCE|ABI2|SORBS3|FERMT2,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0043588,skin development,19_GO:0032502 developmental process,-2.2,3.6,3.4,30244,275,183,6,3.3,1.3,596|1026|3728|5530|5970|8861,BCL2|CDKN1A|JUP|PPP3CA|RELA|LDB1,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0010256,endomembrane system organization,19_GO:0009987 cellular process,-2.2,2.7,3.1,30244,554,183,9,4.9,1.6,164|358|857|5587|5728|7329|10783|11267|29763,AP1G1|AQP1|CAV1|PRKD1|PTEN|UBE2I|NEK6|SNF8|PACSIN3,-1.3
cluster_1_x_name,GO Biological Processes,19,GO:0007613,memory,19_GO:0032501 multicellular organismal process,-2.2,5.3,3.8,30244,124,183,4,2.2,1.1,348|3643|6833|23236,APOE|INSR|ABCC8|PLCB1,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0030239,myofibril assembly,19_GO:0032502 developmental process,-2.2,7.7,4.2,30244,64,183,3,1.6,0.94,4205|4624|5156,MEF2A|MYH6|PDGFRA,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0040014,regulation of multicellular organism growth,19_GO:0040007 growth,-2.2,7.7,4.2,30244,64,183,3,1.6,0.94,154|596|79068,ADRB2|BCL2|FTO,-1.2
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,,-2.2,7.7,4.2,30244,64,183,3,1.6,0.94,2547|4792|5970,XRCC6|NFKBIA|RELA,-1.2
cluster_1_x_name,KEGG Pathway,24,hsa04929,GnRH secretion,,-2.2,7.7,4.2,30244,64,183,3,1.6,0.94,3767|8503|23236,KCNJ11|PIK3R3|PLCB1,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0032655,regulation of interleukin-12 production,19_GO:0032501 multicellular organismal process,-2.2,7.7,4.2,30244,64,183,3,1.6,0.94,3663|5970|23236,IRF5|RELA|PLCB1,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0051445,regulation of meiotic cell cycle,19_GO:0022414 reproductive process,-2.2,7.7,4.2,30244,64,183,3,1.6,0.94,1843|3643|23236,DUSP1|INSR|PLCB1,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0001947,heart looping,19_GO:0032502 developmental process,-2.2,7.7,4.2,30244,64,183,3,1.6,0.94,1855|4088|89780,DVL1|SMAD3|WNT3A,-1.2
cluster_1_x_name,Canonical Pathways,11,M28,PID IL4 2PATHWAY,,-2.2,7.7,4.2,30244,64,183,3,1.6,0.94,3159|4988|8660,HMGA1|OPRM1|IRS2,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0070302,regulation of stress-activated protein kinase signaling cascade,19_GO:0050896 response to stimulus,-2.2,4.2,3.5,30244,196,183,5,2.7,1.2,1398|1843|23236|27347|80824,CRK|DUSP1|PLCB1|STK39|DUSP16,-1.2
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-2559583,Cellular Senescence,,-2.2,4.2,3.5,30244,196,183,5,2.7,1.2,898|1026|1031|3159|5970,CCNE1|CDKN1A|CDKN2C|HMGA1|RELA,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0120032,regulation of plasma membrane bounded cell projection assembly,19_GO:0050789 regulation of biological process,-2.1,4.2,3.5,30244,197,183,5,2.7,1.2,857|1785|5217|5868|10152,CAV1|DNM2|PFN2|RAB5A|ABI2,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0001503,ossification,19_GO:0032501 multicellular organismal process,-2.1,3.6,3.3,30244,279,183,6,3.3,1.3,596|658|2268|4088|23376|89780,BCL2|BMPR1B|FGR|SMAD3|UFL1|WNT3A,-1.2
cluster_1_x_name,Canonical Pathways,11,M272,PID CD8 TCR DOWNSTREAM PATHWAY,,-2.1,7.6,4.2,30244,65,183,3,1.6,0.94,4773|5530|5581,NFATC2|PPP3CA|PRKCE,-1.2
cluster_1_x_name,WikiPathways,27,WP3651,Pathways affected in adenoid cystic carcinoma,,-2.1,7.6,4.2,30244,65,183,3,1.6,0.94,2309|5728|8289,FOXO3|PTEN|ARID1A,-1.2
cluster_1_x_name,KEGG Pathway,24,hsa05321,Inflammatory bowel disease,,-2.1,7.6,4.2,30244,65,183,3,1.6,0.94,4088|5970|7040,SMAD3|RELA|TGFB1,-1.2
cluster_1_x_name,WikiPathways,27,WP2374,Oncostatin M signaling pathway,,-2.1,7.6,4.2,30244,65,183,3,1.6,0.94,4792|5581|5970,NFKBIA|PRKCE|RELA,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0055002,striated muscle cell development,19_GO:0032502 developmental process,-2.1,7.6,4.2,30244,65,183,3,1.6,0.94,4205|4624|5156,MEF2A|MYH6|PDGFRA,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0071300,cellular response to retinoic acid,19_GO:0050896 response to stimulus,-2.1,7.6,4.2,30244,65,183,3,1.6,0.94,358|7525|89780,AQP1|YES1|WNT3A,-1.2
cluster_1_x_name,WikiPathways,27,WP4329,miRNA role in immune response in sepsis,,-2.1,7.6,4.2,30244,65,183,3,1.6,0.94,3663|4792|5970,IRF5|NFKBIA|RELA,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0032388,positive regulation of intracellular transport,19_GO:0051179 localization,-2.1,4.2,3.5,30244,198,183,5,2.7,1.2,2534|3728|4088|5587|7040,FYN|JUP|SMAD3|PRKD1|TGFB1,-1.2
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-69278,"Cell Cycle, Mitotic",,-2.1,2.7,3.1,30244,560,183,9,4.9,1.6,595|898|1026|1031|5529|7329|7514|8945|10783,CCND1|CCNE1|CDKN1A|CDKN2C|PPP2R5E|UBE2I|XPO1|BTRC|NEK6,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:2000027,regulation of animal organ morphogenesis,19_GO:0032502 developmental process,-2.1,5.2,3.7,30244,126,183,4,2.2,1.1,1855|6259|10818|89780,DVL1|RYK|FRS2|WNT3A,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0060491,regulation of cell projection assembly,19_GO:0050789 regulation of biological process,-2.1,4.2,3.5,30244,199,183,5,2.7,1.2,857|1785|5217|5868|10152,CAV1|DNM2|PFN2|RAB5A|ABI2,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0006520,amino acid metabolic process,19_GO:0008152 metabolic process,-2.1,3.5,3.3,30244,281,183,6,3.3,1.3,1373|4507|4846|11112|23576|50507,CPS1|MTAP|NOS3|HIBADH|DDAH1|NOX4,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0003206,cardiac chamber morphogenesis,19_GO:0032502 developmental process,-2.1,5.2,3.7,30244,127,183,4,2.2,1.1,4624|4846|7040|7049,MYH6|NOS3|TGFB1|TGFBR3,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0031100,animal organ regeneration,19_GO:0032502 developmental process,-2.1,7.5,4.1,30244,66,183,3,1.6,0.94,595|5774|7049,CCND1|PTPN3|TGFBR3,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0050771,negative regulation of axonogenesis,19_GO:0032502 developmental process,-2.1,7.5,4.1,30244,66,183,3,1.6,0.94,5728|6259|89780,PTEN|RYK|WNT3A,-1.2
cluster_1_x_name,GeDiPNet,37,GDP02436,Erectile Dysfunction,,-2.1,7.5,4.1,30244,66,183,3,1.6,0.94,596|2260|4846,BCL2|FGFR1|NOS3,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0055013,cardiac muscle cell development,19_GO:0032502 developmental process,-2.1,7.5,4.1,30244,66,183,3,1.6,0.94,4205|4624|5156,MEF2A|MYH6|PDGFRA,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0048857,neural nucleus development,19_GO:0032502 developmental process,-2.1,7.5,4.1,30244,66,183,3,1.6,0.94,596|1152|79109,BCL2|CKB|MAPKAP1,-1.2
cluster_1_x_name,WikiPathways,27,WP5039,SARS-CoV-2 innate immunity evasion and cell-specific immune response,,-2.1,7.5,4.1,30244,66,183,3,1.6,0.94,164|4088|7040,AP1G1|SMAD3|TGFB1,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0006874,intracellular calcium ion homeostasis,19_GO:0042592 homeostatic process,-2.1,4.1,3.5,30244,200,183,5,2.7,1.2,348|490|596|857|57130,APOE|ATP2B1|BCL2|CAV1|ATP13A1,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0060326,cell chemotaxis,19_GO:0040011 locomotion,-2.1,4.1,3.5,30244,201,183,5,2.7,1.2,1398|3672|5156|6558|57580,CRK|ITGA1|PDGFRA|SLC12A2|PREX1,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0050777,negative regulation of immune response,19_GO:0002376 immune system process,-2.1,4.1,3.5,30244,201,183,5,2.7,1.2,1398|2268|2534|7040|7525,CRK|FGR|FYN|TGFB1|YES1,-1.2
cluster_1_x_name,GO Biological Processes,19,GO:0035270,endocrine system development,19_GO:0032502 developmental process,-2.1,5.2,3.7,30244,128,183,4,2.2,1.1,2696|3643|4088|5156,GIPR|INSR|SMAD3|PDGFRA,-1.2
